Duygu,Yorum
0,bende eve turktelekom baglatmayi dusunuyorum evdeki mevcut interneti kapattirip ama yorumlardan dolayi tereddutteyim biri bile olumlu yorum yapmamis
0,gundur internetim kesik ariza kaydi olusturmaktan baska birsey yaptiginiz yok abone numaram bakalim kadar daha kesik kalacak
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,peki nezaman faliyete geciyor benim ewde net cekmiyor hic yawas
1,kesinlikle takip edin hergun bloggg maclarini ucretsiz veriyor
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,faturama haksiz yere bedel eklendi
0,turk telekom internetten sikayetim var
1,merhaba faturali data faydasi iceren tarifelerde bulunan musterilerimiz servisten faydalanabilmektedir
0,gerek yok savcilik tuketici mahkemesi cozecek zaten olayi
1,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
0,tebrikler sim kart kampanyasiyla gun boyunca kullanabileceginiz hediye yurtici cepten internetiniz hattiniza tanimlanmistir
1,hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,bol bol reklam yapiyorsunuz ama sunu unutuyorsunuz kimse hattan memnun degil hic yerde cekmiyor adam akilli reklam yapacagina isini yap telefonlar ceksin
1,merhaba size nasil yardimci olabiliriz
1,merhaba size yardimci olabilmemiz icin detaylari facebook mesaj paylasabilirsiniz
0,sozde internet hizi yalan arkadasim
0,neresi hizli internet
0,turkcell sureligine avea gectim ancak dayanabildim besiktasin merkezi yerinde katta telefon sebekesi full yakinimda baz istasyonuda olmasina ragmen baglantisi diyemeyecegim yillarda kullandigimiz modem ayni hizda sitelere girebiliyordum aradaki tek fark modemde baglanti sirasindaki cikartmis oldugu ses yoktu derhal taahhutu iptal ettirdim turkcell platinuma geri dondum istanbul sinirlari icerisinde internet degil sadece telefon gorusmesi mesaj servisini kullanacaksaniz avea konuda kusursuz hizmet sagliyor diyebilirim
0,sizin hatlarinizi kullanan diger firmalarin internet hizini bilerek yariya dusurun engelleyin ama kimse bundan sikayetci olmasin guzel dunya
0,siz once telefonu nakil islemini yapmayi becerin ayiptir oldu aramalarimiza nezaketen cevap verilir yaziklar olsun
0,hayatiniz yalan degilde diyin suna yalaniniz batsin sizin vodafone geri donuyorum ilk firsatta
0,operatoru degistiricektim aradiniz tarifeyi degistirdiniz ayda internet verdiniz eyvallah iyi hosta fiberi falan bosver normal ceksin yeter
0,verdiginiz hizmeti siz begeniyormusunuz aylik para aliyorsunuz kullandigimiz internette resim acilmiyor mbps nedir karsiligi buysa size aldiginiz paralar helal olsun banada buyuk ders oldu ttnet
0,dairelik yerde oyturuyom ama turk telekoma sesleniyorum lutfen hat yok diye dairelik yere hat vererek cogu magdur durumda lutfen burdan sesleniyorum magduriyetimizi giderin
0,ben boyle fiberin bulucularinin aminin amcinin icine sokayim
0,yalan atiyorsun sebeke sifir
0,cekmiyor cekse hizini tespit edebilecegiz
0,ayni keza bnmde basimda dert mayis ayina kadar odedigim internet faturasi odedikten sonra telefonla kapatilmasini istedigim hat anda gune kadar hic ama hic kullanmadigim internetin faturasi icraya gidecekmis ustune bide mobil hattinizi kullaniyorum sehir merkezinde cekmiyor aramalar calmadan kapaniyor yada hic ses gelmiyor kisacasi haksiz kazanc elde eden firma allah sizin elinize kimseyi dusurmesin
0,internet cekmiyorki hizli olsun musteri hzmtlrni ariyorum tel yapilandirma ayarlarini duzeltelim diyor tel samsung sifir hep ayni bahaneler kerede kendinizi ayarlayip duzeltin soygun dur bence
0,turktelekomdan izledim video kez dondu
0,bayilerinizede biraz egitimi verinde neyi nasil yapacaklarini iyi ogrensinler milleti kaziklamak icin bilmedikleri seyleri soyleyip insanlari magdur cileli etmesinler
1,merhaba cihazinizin bagli bulundugu teknik servis firmasi iletisime gecebilirsiniz
0,ne zamandir fiberleniyoruz diye reklam yapiyorsunuz musteri memnuniyeti diye bisi yok kadar harcamayi reklama yapacaginiz alt yapilari duzeltin
0,cep telefonundan musteri hizmetlerini aramak tutarmi turk telekom ustelik dakikalik gorusmenin dakikasi musteri hizmetlerine baglanmakla gecirmek
0,hediye gelmiyor neden acaba
0,interneti hattimiza nasil yukleyecegiz g zaman gecilecek
0,ariza var surekli konpuyor bagli oldugumuz sure saniye diyorum hizi mbite dusurup sorununuz cozuldu diyor supersin telekom baglanti sorularini tknik ekip gondermek yerine hizi dusurerek cozuyorsun fiber ultra hiper internet ucuyoruz
1,merhaba faturali data faydasi iceren tarifelerde bulunan musterilerimiz servisten faydalanabilmektedir
1,merhaba size nasil yardimci olabiliriz
1,talebiniz ilgili ekiplere iletilmistir kisa sure icerisinde sizinle irtibata gecilecektir
0,gerek yok siz nasil olsa kurumu temize cikarirsiniz
0,su yorumu yazmak icin bile dakika ugrastim internet hizina bak yazik gectigim gune nalet olsun
1,merhaba size nasil yardimci olabiliriz
0,aslinda cekse hizlida sorun cekmemesi ona cozumleride yok sanirim ama cozum bulursalar vay halimize bizim faturalardan cikarirlar bunun kaymagini aslinda iyide oluyo boyle cekmiyo internetimiz dakikalarimizi harcamiyoruz sizde gulun bence halinize turktelekom
1,merhaba size nasil yardimci olabiliriz
0,herkezden hemen hemen ayni sikayetler ben dayandim gsm turk telekoma tekrar turkcell edonus fazla oderim ama adam gibi hizmet alirkm evdede turkcell superonline bagli mis gibi bahceye kadar cekiyor vifi ttnet ikem yan odadan cekmiyodu paranizla rezil olmayin arkadaslar
0,o degil g bakimlari yuzunden midir bilinmez ama sehrin gobeginde gundur internetim yavas ise cozum bulun acilen
0,aynn msj attm ozlden dun cvp yok
0,simdi hatali diyor nisandan sonra olacakmi peki
0,adam hatali diyo hala hattiniza tanimlancak diyo yaa
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,kardesim isminin turk telekom olduguna bakma sen devletin deil ozel sirketin dir devlet kiralamistir turk telekom u
1,merhaba bildiriminiz ilgili sizinle gorusmek detayli inceleme yapabilmek icin iletisim bilgilerinizi mesaj bolumunden iletmenizi rica ederiz tesekkurler
0,birakin sunlari ayirim yapan insanlardan hayir gelir
1,merhaba cep telefonu numaranizi mesaj iletmeniz durumunda konu hakkinda gerekli incelemeler yapilarak kisa sure icerisinde tarafiniza bilgi verilecektir
0,aski calisiyorum fiber cektik dediler internet yine ayni internet programlar daha yavasladi
1,abi hizi gitti silahsoru kaldi bizim leblebici ihsanda bile daha saglam espriler var
0,sahimi diyorsun sonra bana cayma bedeli cikartmasinlar arkim yaptim oyle direk kapattilar
0,eyy turk telekom avea fiber verecegine once kendi ttnet musterilerinin hepsini fiber net versen olmaz miydi ayrica reklamlarda yok sura fiberliyor yok bura fiberliyor ama biz fiberliyemiyoruz nolcak her zaman internet kesiliyor bunlari napmayi dusunuyorsunuz
1,yaklasik yildir ayri numara kullaniyorum yildir hic sikayetim olmadi gerek musteri hizmetleri gerekse bayideki arkadaslar olsun hepsine tsk ediyorum simdi faturali oldum umarim boyle devam eder tesekkurler turk telekom
0,o kadar guzel reklam yapmislarki kumda kosuyor ama telefondaki cim pistte kosuyor yaratici sirket
0,turk telekom pingler yuksek cozum bulun
0,siz once ttnet internetini duzeltin sonra reklam yapin
0,bu duruumu atmak icin bekledim bahsed
0,cihazim uyumlu ama ben interneti nasil tnimlayacagim
1,mps hiz versek onu begenmezsiniz canlar iyisini yapicak firma varsa buyursun hodri meydan herkes turktelekom muhtac
0,evde bile dogru duzgun cekmiyor yolda haritayi kullanalim dedik yari yolda kaldik konusalim diyoruz ana babamizla kesiliyor ozellikle yapiliyor anlayamadim kullanamadan bilemiyorum basarabilecek misiniz sirket degisti haberlesme kesintiye ugradi
0,tlye sinirsiz kullanan enayidir gunde dolar gun boyunca mbps hizda baglanirsiniz mbps hiza odeyen enayiler ordusu
0,evde ttnet var fazla kopma yasiyordum cepten aveanin internetini kullaniyordum avea turk telekom oldu artik cepten giremiyorum internete evimde tane internet faturasi oduyorum ttnet turk telekom gsm ama internete giremiyorum hizmet zayif
0,aile pakedi lira ilk isim numarami tekrar turkcelle tasimak olucak gidisle anlasildi bize haram ulkede
0,bide evde gorsek parasi ode yukari cikmasin neymis alt yapi musade etmiyormus yap ozaman diyenler olabilir aranizda ozamanda yukari cikmiyo istir anlamadim
0,gecseler nolcak istasyon kursun adam akilli hizmet olmadiktan sonra sabaha kadar iletisime gecsin
1,merhaba cagri merkeziniz tarafindan arandim kampanya teklif edildi ertesi gun saat arayacaklarini soylediler fakat geri donus olmadi ben hattimi yaklasik yildir kullaniyorum numarami operatorumu hic degistirmedim surekli operator degistirenlere suru kampanyalar yapilirken neden bana yapilmiyor bugun fatura kesim tarihim taahhutsuz kullaniyorum lutfen tarafima donus saglar misiniz acill
1,ozele msj atlmstr
1,talebiniz ilgili ekiplere iletilmistir kisa sure icerisinde sizinle irtibata gecilecektir
0,hic yerde cekmiyor malesef
1,turk tekekom benim telimi gundur nakil yapamadi eve baglayamadi fiberden denmi bahsediyorsunuz
1,kablolu internette bile vaad ettiginiz hizi veremiyorsunuz once altyapiniza bakin hala kac yillik bakir telleri kullaniyorsunuz
0,faturasizda yukleme yapiyor ayrim yapmayin ayip haram olsun aldiginiz paralar
0,adam kaziklamaktsn baska derdiniz yok nasil kalite anlayisi yatiyor musunuz
1,sizi buraya paraylami tuttular gayet internet guzel
0,sadece tel ver bilgi ver gerisi bos aydir mahallede telefon yok hala bakiyorum herkese numara ver diyorlar sen adresini versene diyen klavye delikanlisi gibi
0,daha yeni gectim turk telekoma gectigim gibi rezil ettiler yani helal olsun tercih etmeyin arkadaslar bunlar boyle yapmadiginiz sey icin ucret kesiyorlar diyorlar baris bey indirim yapilir faturaniza kadar servislere girmisseniz diyorlar
0,turktelekom once halletsin daha sonra yapabilirse halletsin
0,tane tahtayi biraraya getir bile ise yarar tek basiniza ayri rezildiniz simdi iyice batirdiniz bence kapatin gidin
0,turk telekomlu olmak kendine eziyettir ben kurtuldum sizde kurtulun
0,siz verildigin interneti duzgun calistirin allah riza icin biz istemiyoruz felan fiber felan zaten hikaye
0,neyin hizindan bahsediyosunuz daha hiz dusuklugunden dolayi dondurulan hattin aktif hale getirilmesini yapamiyorsunuz yazik milleti parasiyla rezil ediyorsunuz turk telekom hizmeti asla asla almam bundan boyle azrail turk telekoma gec canini almayacagim dese azraile cevabim biran once canimi olacaktir cehenneme bile raziyim
0,ne arayan var soran
0,begenmiyorum cunku reklamlarda supersiniz ama hafta sonu sinifta kaldiniz kullanamadiktan sonra neyin devri
0,bana bakin uckagitci legal dolandiricilar internet baglanti hiz cekimini duzeltmeniz icin illa gidip bayinizi rehin alip gitmezden oncede yerel genel medya varsa yakinda oraya yigip saldiri yapiyoruz diye butun rezilliginizi hem sozlu hemde cepten uygulamali kameralara gostermemiz gerekiyor yok yapilmayacak saniyorsaniz biraz daha sabrimizi zorlamaniz sanirim yeterli olacaktir bunu gormeniz icin
0,arkadasim ben biktim reklam veriyorsunuz reklama yapacaginiz yatirimi sebeke verilerinize yapin nedir nedir internet tam duzeldi derken yine ayni sorun aramakkkkkktan biktim benide aramayin siz bana vakit ayirmayin verileriniz kuvvetlendirin sebekelerinizi yukseltin firmalar birlesmeden once mbps ken hic sorun olmuyordu acik konusalim kazandigi paralar helal degil sanki dersin senesinde yasiyoruz internet sayfalari yuklenmiyor sene olmus lan bak internet sayfasi yuklenmiyor nerede yasiyoruz lan biz aramayin beni bunu cozun bende sizi aramayim artik biktim lan nedir alt yapiniz var diye elinize dusuyoruz ama tasinicam sizin yuzunuzden biktirdiniz cunku allah inizdan bulun
0,turk telekom eskiden internet diyordunuz simdi data birlestikten sonra gelisme var
1,turk telekomda calisiyorum diye demiyorum ama reklamlari yyarayici harika oluyor
0,turk telekom internetini bagladik sanliurfa merkezdeyiz youtube bile girmiyor musteri hizmetlerini ariyoruz aydir teknik destek ekibi gelmiyor sorunu cozmeye lik mbps olmasi gerekirken aldigimiz internet mbps televizyonlarda yalan reklam yapmayin
0,allahtan yok fiber netmis yok daha hizli olacakmis siz once telefon cekmeyen yerlerde telefonu cektirin sonra fiber hizli nete gecersiniz aradim gecen gun size geri donus saglanacak dediniz geriye aradilar sonra bulundugunuz yere verici dikilmesi lazim dediler onu bende biliyorum bana lafla degil icraatla gelin bende turk telekom avea memnun kalayim hep reklam hep reklam
0,su haluk bilginer sesini kaldirin soz veriyorum hayatim boyunca disinda hicbir urun kullanmayacagim baska adam yok kardesim memlekette
1,turkcell sasmiyacaksin numara hizmetleri var adamlarin birde hic zam yok turkcell
0,allah bunlarin belalarini versin aydir netim adil kullanim kotasi hizinda geziyor turlu duzeltmediler vay efendim santraliniz kadar destekliyormus
0,sizin telekom gibi ben kac sefer sikayette bulundum yok hangi cagda yasiyoruz bune hale nereye gidiyo telekom normal interneti becerin fiberi kalsin daha hat baglmaktn acizsiniz
0,bu reklam tipki internetinizi anlatiyor ben hediye mediye internet istemiyorum olan internetimi kullanamiyom cunku kaplumbaga hizinda tam internetim var hay aklima edeyim nasil turktelekom geldim
0,istanbul gobeginde cekmeyen tek hat yenikapi haciosman metroda cekmiyor gecen sakarya gittik yavas diye aradim birseyler yaptik ayarlarinizi duzenlenledik dediler yine ayniydi
0,hattim cekmiyo buna zaman cozum bulacaksiniz kullanmadigim hattima fatura kesmeyi biliyorsunuz hatti cektirmeyide bilin
0,insanlarin gozunun icine baka baka yalan soyluyorsunuz telefonda internet kullaniyorum musteri temsilcisinide aradim abone merkezinede gittim ayarlari zaten yapiliymis olan hiz yemisim hizinizi
0,bu reklam avea anlatiyor celiski cekmeyen tek hat avea dir video bile seyredemedim
0,telefon hic biryerde cekmiyor boktan hat internete zaten giremiyoruz bide dinyanin parasini aliyor bide fibermis bunlarin isleri gucleri milleti dolandirmak
0,bunlar hep yalanci turcell baskasi yalan
1,erdal bakkal harcadiniz
0,daha ttnetliyim cep olarakta turtelekom kullaniyorum sonra tum aboneliklerimi sonlandiracagim sukur her yerde fiberoptik var biz ucretini odedigimiz halde bizde yok hatta hattim kaldirmadigi icin dusuk hizda internet kullaniyorum yakin bye bye ttnet
0,degerli turk telekom daha interneti tasiyamadiniz senedir bekliyoruz yapacaginiz gnizde ona benzerse hic bulasmasinlarbence biz bulastik durmadan fatura gonderiyonuz para istiyonuz ama icratiniz yok milleti kandirmaktan baska
0,turk telekom size attigim bilgiler mesajlarimi lutfen okuyun alt yapi calismalarini lutfen hizlandirin
0,muhammed ayni sorunu bende yasiyorum fakat adamlar israrla duymamazliktan geliyorlar kulaklarini tikiyorlar birtaraftanda utanmadan sikilmadan insanlari yalan dolanla reklamlarla kandirip dolandirmaya devam ediyorlar yapacak birsey yok
0,haftadir arayacagiz deyip aramiyorsunuz yalan yaziyorsunuz
1,merhaba size nasil yardimci olabiliriz
0,teknokumbara programi fiyasko kez yurutemediniz yazik
0,merhabalar ben interneti aldigimda siz kendi seynizin keyfine yavaslatabiliyor olabilecekmisniz
1,mucahit dogan kardes bende duzeldi sabah ins sendede duzelir
0,turk telekom yetkilileri beni arayarak taahhut bittigini sene daha uzatmak ister misiniz diye aradilar fiyat olarak aylik odeyecegimi soylediler fakat nedense her fatura oduyorum yalan soyleyerek yapiyorsunuz
0,bulasmayin elini veren kolunu kaptiriyor adamlar isine geldiklerine cevap veriyorlar magduriyet bildirdim halen cevap yok gun oldu sayin yetkililer halen cevap bekliyorum
1,cani isteyen kullanir turk telekom bence gayet iyi
1,arkadaslar devlet eliyle mecburi internet hiz dusumu burda belirgin oncelikli gorulmekte soyleki ttnet isyeri pos cihazini kullanamaz siparis vermek icin mail gonderemez tlf nunda arkadaslarina islerden bahsetmek ister ama ama aynen turktelekom reklamlarin gibi boyle internet olur demek kendini alamaz cigrindan cikmistir cunki halen geriye kalan daha eziyeti cekecegi taahhut vermistir
0,sitede koduyla reklam var paket kapatilmistir diye msj geliyor dalga geciyorsunuz
0,yayin yasagi diye survavior cepte net yok vodafone var ama artik fiber gucunuzu tasiyan kablolari kendinize sokun saaten sonra vodafone dayim elin adamlari bile sizden daha iyi haber alma hakkimi kisitlayamazsiniz artik
0,eger calisma yapiyosaniz icin insanlari zahmet mesaj yoluyla bilgilendiriniz istanbul gibi buyuksehirde yasiyoruz sorunu gundur sekil devam ediyor
0,sariyer normal kullandigim adsl asiri yavasladi nasil hiz artisi anlamadim turk telekom icin hayal gibi duruyor site acamiyorum adsl yavas ama sukur face aciyor aciklama bekliyorum
0,evimdeki wifi gundur kullanamiyorum internet yavasligi denilemez biktim her gun ayri sorun vodafone interneti wifiden hizli musteri hizmetlerini ariyorum sikinti gozukmuyor diyor sizin vereceginiz internet yerin dibine batsin kadar insan sikayetci reklamlarinizla neyi ispatlamaya calisiyorsunuz internet kullanmadan para oduyoruz verdigim parayi helal etmiyorum turk telekom kullanan arkadaslar vodafone veya turkcelle gecin interneti kat daha hizli
1,bana acil ulasin
0,allah topunuzun mustehakini versin gun oldu internet yil oncesine dondu don allah don
0,kagni bile sizden hizi optik mis hiz mis
0,son gundur cekme problemi yasiyorum evimde hem internetimde hemde cep telefonlarimda sorunun cozulmesi icin irtibata gecmenizi rica ediyorum iletisim
0,dun bugun itibari facebook twitter google giris yapilmiyor ancak konum vpn ayarlarini degistirdigimde giris yapabiliyorum diger turkcell hattimda boyle sorun yok gecmeden once duzeltin
1,almanyada vodafone mbps avro sinirsiz
1,merhaba sebeke ici gorusme suresi turk telekom yonune yapacaginiz aramalar icin gecerlidir
0,mobil internetim dun gitti bugun hala gelmedi yeter artik oyuncak ettiniz kes kes ac
1,i degil yazacaksin hediye gb
0,sayin turk telekom yetkilileri insanlari kandirmayin ben aydir evimde mobil internetimi kullanamiyorum musteri hizmetlerini defalarca aradim bolgede teknik sorun var dediler hala bekliyoz ama benden her takir takir lirayi aliyorsunuz yarin tum adima kayitli hatlari tasiyacagim sizi butun sosyal ortamda elimden geldigince anlatacagim simdi bide benden taahhut parasi alcaksininz onuda verecegim ama bidaha turk telekomunikasyon yanindan bile gecmem lutfen inanmayin arkadaslar turk telekom cek yor inanmayin
0,acaba neden sadece faturali hatlara veriliyor faturasiz hatlarada verilse daha iyi olur musteri potansiyeli icin faturasizlarada istiyoruz
0,sen birakti internete cozum bul modemin yaninda video dakikada donuyor
0,internet kisitlandi internetimiz yok
1,sayin telekom neden internetim yok denecek kadar yavas
0,nisandan sonra
0,immmmm nasil denir allah dediginize inanirim baska dediginize inanmam
0,keyfiniz zaman gelecek internette yasadigimiz baglanamama arayamama sorununu duzelteceksiniz acaba veya musteri temsilcisi olarak baglanmaya calisirken dakika beklemek yerine musteri memnuniyeti saglayacaksiniz veya sabit olan faturalarin nasil fazla oldugunu aciklayacaksiniz zaman adam gibi hizmet vereceksiniz
0,artik benimle iletisime gecsin biri hattimi kapatip gundur acmamak demek demek
1,mobil sinirsiz istiyoruz hizda
0,istanbulda innernete giremiyoruz oyleden beri google sosyal medya giremiyoruz diger hattimdan yazdim duzelsin artik musteri hizmetlerine ulasilmiyor hatta kullanilmiyor diyor
0,hattima tanimli internet paketi olmasina ragmen internetten faydalanamiyorum dir olay basima geliyor artik kesin cozum yapsaniz iyi olacak
1,merhaba kampanya detaylarini asagidaki linkten kontrol edebilirsiniz kampanya kapsamina uygun degilse yararlanamazsiniz tesekkurler
0,faturasiz hatti olup paket sahibi olanlara vereydiniz biliyorum internetiniz mukemmel sey kaybetmezdiniz azindan bile olsa yeni musteri gelirdi
0,olabilir ama kasaba cogu koylerde g sebekesi yokk onlara atmasi lazim reklam yapma olmuyor
0,faturaliyim telefon uyumlu ayaksiniz anlamiyorumkiii kotami doldu admin
0,neyin kfasi war hala burda alowwwwww
0,turk telekom yalanlarindan kitap yazilir
1,valla kardes benimki canavar gibi net hizim var demek cografi konum olarak farklilik gosterebiliyor
0,yildir faturasiz kullanicinizim bize niye yok
0,bunuda aciklarmisiniz acaba tek sefer bile indirme yapmadim ama internet hizimin rezilligine bak ben buna ayda vermek zorundamiyim
0,faturaliyim zaten pismanim turk telekoma gectigim icin
0,samsunun neresinde varmis soglesinlerde ordan alalim kurusa kimse kofte vermez bari telefondan takicaz size deginde tam olsun uymuyor ama telefonlar gelin alin deseniz daha net olurdu hep pilan pesindesiniz sizin gibi seyleri dusunen fikir sahiplerindne daha iyileri var bende d
1,arkaslar ayni emrahin yazdigi gibi yollayin geliyor ben yaptim geldi faturali veya faturasiz farketmiyor
0,bos muhabbet adamlar reklam yapiyorlar icraat sifir kimse inanmasin arkadaslar hersey yalan
0,ben turkcell turk telekoma gecis yaptim ama turk telekom hatti hala acilmadi
1,zaten adil kullanimi
0,ne edgesi hocam gaziemir katlarda telefon cekmiyor
0,kardesim bnde menderes merkezdeyim yildir hat cekmelerini bekliyorum yildir bekleyen arkadaslarim var kapat dondur bisiler yap bosuna odeme gelmesini beklersin
0,magduriyetin adi ttnet ekimde kapatilan internet hizmetim uzerinden bana sozlesmeye uymadigim icin hakkiniz olmayan parayi istemeniz ardindan bana bilgi verilmeden icraya vermeniz avukat parasi adi altinda benden harac gibi para istemeniz dahasi ariza yapan internet yapmaya gelmemeniz geldik diye yalan soyleme niz arti musteri hizmetlerinde suratimiza kapanan telefonlar utanmadan vermediniz hizmet adi altinda faturaya koydunuz meblaglar daha sayayimmi rezil kurum haram zehir zikkim olsun aldiniz ucretler ama ben hakkimi tuketici haklari mahkemesine verecem sizleri sizin kurumunuzu her yerde anlatacam bakin bakalim halkin reklami nasil oluyor rezil kurumun adidir ttnet
0,ahmet gibiler oldukca gibi sirketler sizi daha soyacak emin olun
0,internet tasittik aydir acilmadi hey gidi koca telekom evde dagda degil karsiyakada yanlis olmasin fatura sorarsaniz hala isliyor her kusursuz sekilde geliyor hey gidi telekom buyuguz diye ovunmeyi sizin hakkinizda dusundukleri anlarsin
0,bakin bagira bagira yaziyorum izmir karsiyakadayim gelim testi yapin varsa uzerime kayitli hattimida sizin operator tasiyacagim giga g sinden bahsediyonuz edge bile yok yav abartmiyorum ha
0,faturali hat olcakmis illa oldu cekmeyen avea icin simdi internet verior die faturaliya geceriz dier hediye internetleride sartli verior yapan esekler nasil yapiorsa yaptim diyor faturasiz turk telekom parasiz bise yapmaz
0,palavra palavra
0,bence kotu operator turktelekom megamor siz oluyosunuz kendi dendiniz dalga gecmis siniz
0,dallamalar benmiyim sizmi ben sizler gibi senelerce cagri merkezinde kac tane laftan sozden anlamayan dallamalarla ugrastim
0,arayip bilgilerinizi guncelleyin dedi bende guncelle dedim hediye internet geldi ama kullanilmiyor
0,abi dagda cekiyorda ilce merkezinde normal sebeke bile bazen ulasiliyor bazen ulasilamiyor nasil oluyorbu turk telekomdan aciklama bekliyorum
1,degerli musterimiz hizini deneyimleyebilmeniz icin nisan itibari baslayacak gun boyunca gecerli olacak hediye internetiniz hattiniza tanimlanmistir haklarinizi saat kadar kullanabilirsiniz
0,kardesim hizina internet internet veriyorsunuz yazik icin yada vermelisiniz
0,yazik olsun yok sabrwdiyorduk simdi yok gundur tel cekmiyor olacak yalan birakiyorum avea yo
0,reklam hiziniza diyecek lafimiz yok valla ama burda konusulanla rin hepsi gercek biraz reklam yerine calissaniz ya
0,kartinin uyumlu olup olmadigina bakamiyorum daha hizmet veremiyormus once sorunlari duzeltin sonra reklam yapin
0,isleminiz suan gerceklestirilemiyor diyor gercekten hizlisiniz
0,bu kadar reklam verdiniz ama hizmet kaliteniz dustu hizmet kalitenizin adi yalan gundur seyredemiyorum call cenmtreden kisa zamanda cozulecek diyor bende sordum kisa sureniz yildan cevap alamadim bilen varmi pazartesi tivibu sonra abonesi oldugum tum hizmetlerinizi iptal ettirecegim reklama verdiginiz onemin hizmete verseydiniz
0,aciklamis oldugunuz kotalari tam husran kotami olurmus hiz kat artacak ama kotalar yerinde sayacak yok oyle dunya
0,mbps internetim var yuklenmiyor neymis akk gecmisim allahtan korkun be
0,film izleyemiyorum siz hiz bahsediyor sunum hani biz niye gormuyoruz
0,lan linkiniz bile calismiyor daha
0,reklam yapacaginiza internet hatlarimiz agir calisiyor ona care bul turk telekom yapdiniz size yakissin once hatlarimizi duzenleyin cep telefonun interneti bile limitsizden hizli
0,ya onu bunu birakin bizim mahalleye alt yapi yapin hiz nedir lan
0,aydir hattimiz baglanmadi diye buraya yaziyorum hic umursayan yok ankara hat baglanmamasi yillari hatirlatti bana
0,arkadaslar eger kendinizi biraz seviyorsaniz uzak durun nufuslu kadikoyun merkezinde tane muhattap yok ariyorum baglanmiyor tuslayin diyor ses tamamen kesliyo kac saattir deniyorum yani gercekten avea birlesti hatlarin isi bitti yaziklar olsun yani hic islem yapamiyoruz suan diger birimlerdede baglayamiyoruz baglanmiyosa bayii gidin yakin diyo yakin bayi diger semt yani turk telekom hat sonrada pamukkaleden bilet almak lazim haram olsun verilen paralara
0,hattimi tasidim kurtuldum unutmayin avea pismanliktir
1,turk telekom gorusmedigim musteri temsilcisi gorusmedigim bolge mudurlugu kalmadi kac kere dilekce verdigimi ben unutum ama hala izmirin gobeginde oturmama ragmen senedir alt yapiyi getiremdiniz lutfen gerekeni yapiniz fiber fiber diye dunya kadar reklam yapacaginiza sehrin gobeginde alt yapisiz olan yerleri once cozun aramaya tenezzul edersiniz arayin zahmet
0,sizler hizmet anlayisindan uzak insanlarsiniz kurum olarak sunu bilinki once tuketici haklari gorusecegim sizden aldigim indirimleri geri iade etmeden aboneligimi iptal edecegim gerekcem ise gundur evimde odenen fatura var ama int yok buna bagli olarak mahkeme beni hakli bulur diye dusunuyorum
0,turk telekom bosverin siz hala donusunuz yok dun yolladim iletisim bilgilerimi
0,yine karsimda bana abuk subuk bilgi veren papagan gibi birkec seyi ezberlemis bayan cozum yok irade yok mantik yok odeyeceksinden basak fikri olamayan yetkisi bulunmayan etkisi olmayan sahis karsimda ben isi bilen mantikli akli basinda birisi muhatap olmak istiyorum yilda tur konusmaliri sayisica yaptim zekasi olayi cozmeye yeten kisilerler beni arasin
0,gozle bekledik gelmedi nasil gelir bilemem sikinti cekiyorum facedeki resimleri zor aciyor gercekten hayel kirikligi
0,aydir defalarca farkli farkli birimleri aramama ragmen bana cevap verilmedigi gibi bende size cevap vermeme hakkimi kullanip arti burdan yazarak sizleri kinamaya devam edecegim
1,turk telekoma gecmeyi dusununlerin dikkatine sariyer subenize defa gidip defa olmus babamin hattini iptal icin dilekce verdigim halde tum belgeler tam hat hala calisiyor call centerdan surekli telefon aliyoruz parayi odememiz gerektigine dair vefat etmis olan yakinima hassasiyet gostermemenizi gectim yasal olarak verdigim dilekceyi defa kabul etmeyerek olmus insanin kullan madigi hatta fatura kesmeye devam ediyorsunuz call center sube sorumluluk aliyor ikisi birbirine yonlendiriyor hicbir sey icin tesekkur ederim facebookta boyle seyler paylasacak insanlardan olacagimi dusunmezdim ama musteri memnuniyetine vermediginiz degeri insanlar gorsun istedim saygilar
1,merhaba bize ilettiginiz talebinizle ilgili kisa surede sizinle iletisime gececegiz
0,reklam yapacaginiza gidin yatirm yapin vatandas sizin yerinize reklem yapsin siz kendinizi ovmeyin karsinizdaki veya musteriniz sizi ovsun
0,utanmadan bide reklem yapiyorlar
0,kucukyali telekom mudurlugu erisim sebeke planlama bolumune ait numarali telefonlar hicbir sekilde acilmiyor santrali arayinca oradaki sekreter rahat sekilde onlar telefonlari acmiyorlar diyor
